LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,BILL_AMT_DEV,BILL_AMT1,BILL_AMT2,BILL_AMT3,PAY_AMT_DEV,PAY_AMT1,PAY_AMT2,PAY_AMT3
30000,2,2,2,23,4,3,2,0.004387407,28607,27868,28312,0.288675135,0,1200,1200
490000,1,1,1,45,0,0,0,0.094062758,9763,7059,5606,0.125318191,7059,6000,3136
20000,1,3,2,43,1,0,2,0.299922218,-20,780,780,0.577350269,800,0,0
260000,1,1,2,34,0,0,0,0.080989708,254332,257628,161545,0.308739204,11710,7503,0
210000,2,1,2,32,0,2,0,0.115226641,552,276,381,0.289046616,0,381,404
300000,2,1,1,47,0,0,0,0.122999681,3289,5189,7128,0.053672574,5189,7128,5923
40000,1,2,1,42,0,0,0,0.288675135,780,0,780,0.577350269,0,780,0
500000,1,1,2,37,0,0,0,0.28905091,3214,0,3030,0.364132643,0,3030,1167
260000,2,1,2,30,2,0,0,0.044532727,1196,1563,1443,0.061998325,2000,1500,1443
90000,2,2,1,37,0,0,0,0.034396047,85220,86745,71536,0.040430307,3000,3000,2411
20000,1,2,2,25,0,0,0,0,0,0,0,0,0,0,0
270000,2,1,2,31,0,0,0,0.024001904,167428,168827,148031,0.100857087,6155,5382,3270
100000,1,2,1,42,0,0,2,0.009832875,58392,61562,61392,0.370965642,5500,2000,2
350000,1,1,2,31,0,0,0,0.561058898,51900,1000,0,0.577350269,1000,0,0
200000,1,2,1,39,0,0,2,0.252288487,162,1879,1707,0.381111446,1879,8,617
30000,2,2,2,39,1,2,0,0.00628183,26981,26264,27240,0.359515925,0,1500,600
20000,2,2,2,23,0,0,0,0,390,390,390,0,390,390,390
240000,2,1,2,29,0,0,0,0.296150785,1356,326,326,0,326,326,326
50000,1,1,2,30,1,2,2,0.03515791,7690,8805,9502,0.067923561,1400,1000,1000
80000,2,1,1,44,0,0,0,0.005084412,68677,68947,67025,0.04650948,3152,2873,2380
160000,1,1,2,29,0,0,0,0.577350269,2275,0,0,0,0,0,0
250000,2,2,2,26,0,0,0,0.006917008,70522,72062,73511,0.021928385,2667,2700,3000
50000,2,2,2,31,0,0,0,0.321443157,422,1334,3962,0.363649294,1532,3962,0
80000,2,3,1,45,0,0,0,0.297287643,2516,0,1890,0.577350269,0,1890,0
90000,2,2,1,39,0,0,0,0.469010982,27571,337,3734,0.499751674,337,3740,38
20000,1,2,2,22,0,0,0,0.003438835,19666,20076,19875,0.474851164,20700,2000,800
50000,2,2,1,43,1,2,0,0.008668858,43791,42809,45085,0.297380857,0,3000,4000
150000,2,2,2,23,0,0,0,0.001612528,146480,147880,146958,0.068982919,6380,4570,4500
50000,2,2,1,39,1,0,0,0,0,0,0,0.577350269,0,0,2219
500000,2,2,2,39,0,0,0,0.16049359,17749,22130,42532,0.422703387,10106,42744,0
200000,2,1,2,28,0,0,0,0,326,326,326,0,326,326,326
90000,2,1,2,27,0,0,0,0.007182972,25118,26128,25248,0.007802031,1440,1500,1500
100000,2,2,2,39,0,0,0,0.001834253,100224,101236,101125,0.024475936,4000,3544,3519
600000,2,2,1,46,0,0,0,0.118396583,2585,1649,3474,0.138143207,1652,3480,1957
20000,1,2,2,22,0,2,0,0.167795391,2880,1435,1170,0.577350269,0,1170,0
60000,2,1,1,37,0,0,0,0.009130936,37934,39020,40071,0,2000,2000,2000
180000,2,3,3,40,0,0,0,0.031725229,30712,27597,25427,0.186845696,1774,3000,892
290000,2,1,1,29,0,0,0,0.159614915,232319,109791,106730,0.085291815,5071,4539,3000
230000,2,3,1,32,0,0,0,0.244341544,8756,930,8400,0.3632858,930,8485,1900
180000,2,2,2,34,0,0,0,0.008185135,115700,119834,121342,0.036084392,6000,5000,5000
150000,1,1,2,30,0,0,0,0.127134776,3415,2419,1541,0.308586781,2425,1541,4
460000,1,2,1,39,0,0,0,0.004841997,168182,165850,163366,0.020538851,6051,5677,5350
140000,2,1,2,36,0,0,0,0.235210585,780,177,1170,0.468184787,177,1170,0
500000,2,1,2,41,0,0,0,0.138676017,2345,3595,1537,0.297729728,3595,1537,363
20000,1,3,1,36,0,0,0,0.096329021,6620,7114,3948,0.385294833,2151,3600,20044
70000,1,2,2,62,1,2,0,0.015892977,24635,23020,22496,0.10000285,1100,1703,1000
150000,1,1,2,23,0,0,0,0.374469252,1389,7139,813,0.292208012,7139,813,3032
10000,1,2,1,58,2,2,2,0.020055302,8857,9964,9654,0.300462606,1400,0,1000
500000,1,1,2,33,0,0,0,0.289401798,76440,1397,56449,0.534867643,1397,56449,1515
260000,2,1,1,37,0,0,0,0.457779029,2644,268,157,0.385644763,268,157,1484
10000,2,5,2,24,0,0,0,0.05731943,5742,4576,4139,0.176011169,1500,2000,583
210000,2,1,2,37,0,0,0,0.131414786,10128,19631,23906,0.292820367,19631,23906,0
180000,1,1,2,31,0,0,0,0.0260101,2930,3300,2860,0.066671566,3300,2860,4216
40000,1,2,2,31,0,0,0,0.002561611,37408,37681,37987,0.049565812,1931,1888,1458
180000,2,2,1,38,0,0,0,0.428939675,9705,2170,0,0.577350269,1000,0,0
250000,2,2,1,39,0,0,0,0.352292476,8040,8099,45964,0.369761303,8099,46224,6496
50000,1,2,2,23,0,0,0,0.035407233,45256,41608,36554,0.121491163,2161,1621,1000
400000,2,3,2,35,0,0,0,0.069864626,8125,7017,10525,0.102986491,7018,10542,13378
240000,2,1,2,30,0,0,0,0.577350269,0,0,9625,0.577350269,0,9625,0
180000,2,1,1,33,0,0,0,0.190302086,3060,2337,766,0.310339726,2337,766,316
300000,1,1,2,33,0,0,0,0.330932853,4499,0,2299,0.362141463,0,2299,900
300000,2,2,2,32,0,0,0,0.005529192,192727,194694,188465,0.082488432,8000,8001,5000
140000,1,1,1,35,1,2,0,0.015759676,91296,88979,97448,0.288675135,0,10000,10000
70000,2,1,2,25,0,0,0,0.356224427,2781,18180,3463,0.406865922,18180,1500,3000
20000,2,1,2,25,0,0,0,0.020661922,15465,16489,17509,0.11723417,1280,1300,637
290000,1,2,1,36,0,0,0,0.135307656,16082,27310,12811,0.174475018,27411,12821,11111
130000,2,2,2,24,2,2,0,0.54843314,1176,0,41,0.544258564,0,41,1021
70000,1,2,1,37,0,0,0,0.007111387,67573,68884,70511,0.291226069,3000,3500,0
60000,2,3,2,26,0,0,0,0.039769183,58643,47548,48491,0.119269854,2100,2000,1000
340000,2,2,1,31,0,0,0,0.252038002,18495,1609,17707,0.295417709,1611,17709,31780
50000,2,1,1,34,0,0,0,0.577350269,51400,0,0,0,0,0,0
150000,1,2,2,29,0,0,0,0.142256683,71593,71123,29040,0.530425546,3060,1531,80000
180000,2,1,2,28,0,0,0,0.022677275,90874,79901,82451,0.043779124,3000,3900,3400
50000,2,2,2,30,0,0,0,0.005565792,48779,50097,50313,0.234514604,2400,1700,348
200000,1,2,2,39,0,0,0,0.132566646,15138,16396,6989,0.202538773,1513,1106,335
140000,2,1,1,33,0,0,0,0.005922349,55222,54293,53294,0.070096148,2510,2450,1676
190000,2,2,1,45,2,0,0,0.015930797,140329,128107,131132,0.110240253,6800,7000,3585
140000,2,1,2,26,0,0,0,0.012004817,84151,87784,90424,0.041239305,5000,5000,4000
50000,1,2,2,34,1,2,0,0.125796267,50940,48429,23091,0.4163332,0,2000,500
360000,1,2,1,47,0,0,0,0.50304038,8289,389,389,0,390,390,390
180000,1,2,2,29,1,2,0,0.02541562,191262,183554,164619,0.295574991,0,7100,5500
160000,2,5,2,40,0,0,0,0.033789124,147977,149890,124283,0.063137531,6000,4370,4400
180000,1,2,2,30,0,0,0,0.021038276,40735,36337,36882,0.378813054,1581,4626,0
200000,2,2,1,39,0,2,0,0.289147761,3603,272,5881,0.574417587,0,5881,20
350000,2,1,1,32,0,0,0,0.023837059,67761,63187,58719,0.238302064,8007,2200,3000
90000,2,2,2,29,0,0,2,0.016481535,83158,91759,88487,0.406397855,12128,0,3301
50000,1,3,2,34,0,0,0,0.049876134,9110,10454,12274,0.297380857,1500,2000,0
30000,1,1,2,29,1,0,0,0.577350269,0,0,22015,0.540158593,0,22015,1000
280000,1,2,2,45,0,0,0,0.232156723,170678,26031,191493,0.53015102,7000,208141,5003
140000,2,2,1,25,0,0,0,0.324975467,140876,48005,13650,0.226833831,3600,4015,600
200000,1,1,2,38,0,0,0,0,0,0,0,0,0,0,0
20000,1,3,1,29,0,0,0,0.352503581,11136,20649,-1001,0.500688232,10000,0,1000
120000,2,2,2,28,0,0,0,0.183870631,4174,3821,1113,0.339720403,3821,1113,390
130000,1,3,1,54,3,3,2,0.006129057,131139,132596,127906,0.332267884,6000,0,3029
150000,1,3,2,32,0,0,0,0.009157833,148352,151267,143254,0.023083352,5210,5212,4610
10000,2,1,1,37,0,0,0,0.024832783,7600,8473,8793,0.000896706,3000,3000,3014
200000,1,2,2,58,0,0,0,0.006820952,105836,108055,110258,0.004463065,3923,4001,4025
480000,1,2,1,44,0,0,0,0.254252198,21149,1729,20468,0.511539132,1743,20690,0
80000,2,3,2,39,0,0,0,0.153044685,4285,1866,5256,0.15304366,1866,5256,4451
200000,1,2,2,31,0,0,0,0.00689497,173103,176817,180416,0.002547761,6500,6546,6600
50000,2,2,1,40,1,2,2,0.042247679,37458,38514,30266,0.288677827,2010,0,2000
130000,2,3,1,32,0,0,0,0.457467347,326,326,4058,0.292808538,326,4058,2000
200000,1,2,1,28,2,2,7,0,2443,2443,2443,0,0,0,0
170000,1,1,1,36,0,0,0,0.157239475,82898,80400,29253,0.336697821,10000,1400,2500
150000,1,1,1,46,0,0,0,0.00243774,97832,98403,99263,0.059383173,4555,3500,3300
510000,2,1,2,35,0,0,0,0.479513819,198,3125,200,0.468862248,3125,200,22397
270000,2,2,1,65,1,0,0,0.335595073,0,2521,5145,0.183243341,2521,5184,8422
130000,1,2,2,26,2,2,0,0.01104506,134836,128038,126862,0.301858908,0,5000,3500
130000,2,3,1,57,0,0,0,0.088976799,125824,80801,81929,0.052486388,4000,4000,3000
120000,1,2,2,34,0,0,0,0.577350269,67,0,0,0.577350269,0,0,222
140000,1,1,1,43,0,0,0,0.072038698,1872,1249,1872,0.069440958,1249,1872,1453
360000,2,1,2,35,0,0,0,0.267958845,6392,3773,17917,0.3069409,3000,18117,5371
50000,1,2,2,24,0,0,0,0.051261653,15519,19520,21103,0.342830856,5000,2300,0
30000,2,2,1,31,0,2,2,1.109375867,699,309,-471,0.577350269,0,0,1950
30000,1,3,2,26,1,0,2,0.569211386,-857,29237,1170,0.577350269,30484,0,0
150000,2,1,1,42,0,2,2,0.13361116,496,1188,940,0.2887497,940,0,965
50000,1,3,1,58,0,0,0,0.288712326,50456,51400,0,0.577350269,2400,0,0
10000,2,2,1,22,0,0,0,0.019794846,8730,8523,9527,0.151083688,1303,1307,493
60000,1,3,2,26,1,2,0,0.046500082,61966,60308,47536,0.288677036,0,5021,5000
200000,2,2,2,28,0,0,0,0.006996387,63314,64699,66029,0.033961781,3000,3000,2500
50000,1,3,2,46,0,0,0,0.01470876,50297,46613,46666,0.26035316,1852,4050,676
10000,2,2,1,23,1,3,2,0.029792544,11640,10685,9730,0.577350269,0,0,3000
310000,2,1,2,44,0,0,0,0.12378505,11983,7759,16799,0.143743721,7797,16818,20313
170000,1,2,2,29,0,0,0,0.371579233,3362,64602,18070,0.516665277,64612,4000,910
310000,1,2,1,34,0,0,0,0.258696131,63908,64224,4595,0.177666502,1867,1023,641
20000,1,1,1,50,0,0,0,0.577350269,9164,0,0,0.577350269,0,50000,0
230000,2,1,1,39,1,0,0,0,0,0,0,0,0,0,0
50000,1,1,2,31,0,0,0,0.107573879,4560,7302,9011,0.072168784,3000,2000,3000
260000,2,1,2,28,0,0,0,0.027701908,39105,45868,44567,0.023094011,8000,8000,9000
110000,2,2,2,59,2,0,0,0.122356141,89595,126322,59115,0.123445062,2437,3804,1857
210000,2,1,2,30,1,0,0,0,0,0,0,0,0,0,0
260000,1,2,2,31,0,0,0,0.049237278,62446,54074,46407,0,2000,2000,2000
400000,1,3,1,51,0,0,0,0.014461138,373702,343591,352484,0.023809524,13000,15000,14000
20000,1,2,1,58,0,0,2,0.284657024,21116,21470,200,0.577350269,21654,0,0
180000,2,2,1,42,0,0,0,0.202097035,390,1260,598,0.186516497,1260,598,2056
180000,1,2,2,26,3,2,2,0.007303936,129728,132185,126527,0.291817367,6006,5,5008
30000,1,3,2,44,2,2,2,0.013796704,28290,30728,29701,0.459221465,3600,0,600
50000,2,2,1,34,0,0,0,0.02712287,40798,38937,34737,0.115470054,2000,2000,1000
150000,1,1,2,26,0,0,2,0.020532837,131490,145714,147332,0.224649155,16441,5500,5800
30000,2,1,2,23,4,4,3,0.007492161,29944,29399,28632,0.512836765,206,0,2500
60000,1,1,2,24,0,0,0,0.223214691,8169,11027,27469,0.453688586,3000,17000,0
500000,1,1,1,40,2,2,2,0.003824029,267116,271396,265433,0.288705589,10100,0,9932
180000,2,1,1,37,2,2,0,0.577350269,1310,0,0,0,0,0,0
180000,1,3,1,35,0,0,0,0.163077587,111752,54470,48311,0.103875654,2258,1734,1183
60000,2,2,1,48,0,0,0,0.138721596,46578,39085,18628,0.112424241,1308,1290,664
200000,2,1,1,30,1,0,0,0,0,0,0,0,0,0,0
150000,2,2,1,25,0,0,0,0.048906392,147476,140352,110722,0.101504267,6640,4100,4000
190000,1,2,1,58,2,0,0,0.008616843,135184,139664,142293,0.110062385,6586,5881,3292
170000,1,2,2,42,0,0,0,0.004207262,102141,100600,103156,0.06140138,4002,5107,3600
280000,1,1,2,29,0,0,0,0.009287194,135056,130889,127768,0.041525968,4547,4584,3647
290000,2,3,1,43,0,0,0,0.333839161,1994,390,390,0,390,390,390
240000,1,2,1,44,0,0,0,0.01583862,21643,19743,20298,0.056261243,1400,1300,1000
110000,2,2,1,24,0,0,0,0.004310676,42667,43734,43495,0.1008273,2600,1667,1525
140000,2,1,2,27,0,0,0,0.007414444,126785,129752,132554,0.048112522,6500,6500,5000
250000,1,2,1,38,2,0,0,0.279423831,67788,22453,13683,0.230461953,5080,5028,15127
100000,1,3,2,32,2,2,0,0.238073387,103540,98205,12605,0.350256704,254,1418,250
20000,2,3,1,54,0,0,2,0.045932221,6268,8221,6997,0.288675135,3000,0,3000
120000,2,2,2,27,2,0,0,0.007047465,51244,51819,53375,0.030386856,2000,2000,1700
120000,1,1,2,30,1,0,0,0.577350269,0,0,1990,0.577350269,0,1990,0
130000,2,2,2,25,1,2,2,0.17813792,4393,4178,10018,0.577350269,0,6000,0
10000,1,2,2,24,0,0,2,0.05108543,6933,9301,9000,0.359515925,2500,0,1000
100000,1,1,2,31,0,0,2,0.015034024,27163,29408,29395,0.381881308,3000,1000,0
70000,2,2,1,34,2,2,2,0.013034544,16965,17398,18310,0.094545596,1000,1500,900
360000,1,1,1,37,0,0,0,0.08903087,25078,20970,14407,0.168006385,21006,14430,6820
130000,2,1,2,26,0,0,0,0,0,0,0,0.577350269,0,0,402
240000,1,2,1,38,0,0,0,0.02726774,132090,143966,155632,0.114606148,20030,20000,10070
20000,1,2,2,34,1,0,0,0,0,0,0,0,0,0,0
60000,2,1,1,43,0,3,2,0.072168784,495,330,495,0.577350269,0,330,0
20000,1,2,1,45,4,3,2,0.011214677,21605,20987,20200,0,0,0,0
50000,2,2,2,29,0,0,0,0.022929084,45013,43995,39478,0.164042722,2007,1358,680
230000,2,1,2,31,0,0,0,0.011580527,20356,21504,21729,0.03428669,1676,1700,2007
60000,1,1,2,29,0,0,0,0.015997703,40851,41891,44788,0.102574108,2000,3600,3700
100000,1,2,1,42,0,0,0,0.020572759,100699,94528,89010,0.058815576,3368,3995,2800
340000,2,1,1,49,1,0,0,0,-11,-11,-11,0.577350269,0,0,2905
260000,1,1,2,30,0,0,0,0.030982704,14096,15558,16986,0.115470054,2000,2000,1000
220000,2,1,2,41,0,0,0,0.577350269,2500,0,0,0,0,0,0
130000,2,1,2,27,0,0,0,0.298894514,5188,-26,3955,0.577350269,0,3981,0
300000,1,1,2,29,0,0,0,0.03885792,298072,305851,245210,0.105953085,13636,10633,7016
50000,1,3,1,47,1,2,0,0.054845495,66978,65198,48951,0.419014021,0,2600,635
30000,2,2,2,25,1,2,2,0.008357329,26568,27456,27915,0.297380857,1600,1200,0
280000,2,1,1,32,1,0,0,0.577350269,0,0,3508,0.577350269,0,3508,0
50000,1,3,2,26,2,2,2,0.008278846,22578,23720,23046,0.327441034,1800,0,950
200000,2,3,1,42,0,0,0,0.025951576,1554,1645,1408,0.109863292,1345,1108,669
360000,1,2,1,32,0,0,0,0.052020228,7230,9835,8217,0.151562519,5017,2041,2980
50000,1,2,2,23,0,0,0,0.014721075,47038,51310,49956,0.361209347,10020,2170,1200
280000,2,1,2,31,0,0,0,0.314061723,1558,0,940,0.577350269,0,940,0
50000,2,1,2,43,0,0,0,0.078622366,42627,39610,26538,0.130763389,1610,1279,687
180000,2,3,1,31,0,0,0,0.224964729,247,1562,1548,0.11718117,1562,1548,768
140000,2,2,1,37,1,0,0,0.48672338,0,177,1460,0.48672338,177,1460,0
120000,2,1,2,33,2,0,0,0.018989915,18653,19844,20908,0.067839777,1500,1400,1000
20000,1,2,2,30,0,0,0,0.001794259,20001,20041,20205,0.112251143,1400,1290,694
130000,2,1,2,30,3,2,2,0.024315689,8830,9533,10220,0.088823118,1000,1000,600
60000,2,2,2,29,0,0,0,0.124398279,54932,85672,41483,0.101851349,1900,1572,1000
360000,2,1,2,50,0,0,0,0.288714854,11530,11753,0,0.419727367,11763,0,2855
360000,1,1,2,32,0,0,0,0.044084295,26833,23626,20571,0.15231205,1722,2636,1006
260000,2,3,1,41,0,0,0,0.003437368,137614,137133,134970,0.12136646,5700,9000,4500
50000,2,3,1,31,0,0,0,0.029959462,50612,43616,43339,0.100060666,1879,1863,1042
20000,1,2,2,43,0,0,0,0,54,54,54,0,0,0,0
80000,1,1,1,34,0,0,2,0.011123624,73839,78934,76649,0.290046249,6700,0,7500
210000,2,1,2,30,0,0,0,0.057594624,1993,2722,2753,0.289066347,1062,1000,0
500000,1,2,2,30,0,0,0,0.292850343,380417,377866,-3634,0.358737335,9027,3634,0
50000,1,2,1,31,0,0,0,0.006360149,51319,52214,50260,0.237797433,5000,2300,1100
30000,2,2,2,27,2,0,0,0.532550062,29810,1651,0,0.577350269,1000,0,0
260000,1,2,1,38,0,0,0,0.219773163,17949,5693,28669,0.412003217,5722,28811,1313
200000,1,1,1,40,0,0,0,0.187653168,4394,3366,9379,0.190489283,3405,9436,4274
290000,2,2,2,41,0,0,0,0.231457569,6959,6891,980,0.247808884,6891,980,4059
30000,1,2,2,27,0,0,0,0.029594718,10410,11431,12439,0.145466956,1495,1503,594
260000,2,2,3,38,0,0,0,0,8000,8000,8000,0,8000,8000,8000
500000,1,2,1,33,0,0,0,0.011784745,88832,90687,84613,0.126055207,6047,5016,10055
180000,2,2,2,35,0,0,0,0,0,0,0,0.577350269,0,0,2072
50000,1,3,2,30,2,0,0,0.104769438,50110,50322,27078,0.079814644,1500,1620,1000
450000,2,1,2,40,0,0,0,0.185307156,9612,19253,6665,0.377489844,19293,6665,0
110000,1,3,2,24,0,0,0,0.257365837,78453,48208,8882,0.509525801,1500,1900,40000
340000,1,1,2,29,0,0,0,0.045929289,191426,190339,148694,0.055712863,8200,6500,6000
20000,2,2,2,22,0,2,2,0.29218131,496,496,-4,0.577350269,0,0,404
50000,2,2,1,32,1,0,0,0,0,0,0,0,0,0,0
140000,2,3,1,35,0,0,0,0.140360021,46915,115681,110827,0.481330034,70000,4130,4600
400000,2,1,1,31,0,0,0,0.233006128,5581,2833,1162,0.295579192,2833,1162,325
50000,2,2,2,40,0,0,0,0.402664133,15584,4377,0,0.577350269,4377,0,0
130000,1,3,2,53,0,0,0,0.212065447,7477,6519,1403,0.201602654,6540,1411,5790
70000,1,2,2,29,0,0,0,0.085432185,34449,35009,21307,0.167242374,1600,1300,500
40000,2,1,2,24,0,0,0,0.577350269,19133,0,0,0,0,0,0
130000,2,1,2,29,0,0,0,0.286981648,390,99235,98080,0.514130503,99235,4368,3449
70000,2,2,1,40,0,0,0,0.007778077,43045,44088,45102,0.022948463,2036,2050,1809
250000,1,1,2,30,0,0,0,0.110048715,6476,10023,12947,0.041239305,5000,5000,4000
150000,2,5,1,25,2,0,0,0.216530701,156252,121999,28119,0.530389839,3468,1867,92920
300000,1,2,2,31,0,0,0,0.007625248,285038,291480,298378,0.159945479,12507,15056,5027
20000,1,2,2,24,0,0,0,0.540049752,-331,19398,1238,0.376901965,19729,1000,5300
20000,2,2,2,23,0,0,0,0.041088314,6872,7805,8801,0.409507261,1204,1200,10000
20000,2,1,2,24,2,2,0,0.025425153,14750,14229,16438,0.431636543,0,2773,605
210000,2,3,1,42,1,0,0,0.503224225,0,1200,12466,0.287407077,1200,12466,6004
220000,1,1,2,31,0,0,0,0.002328025,332,332,328,0.23831783,333,329,1029
300000,1,1,2,32,0,0,0,0.027792383,2144,2085,2431,0.026278541,2085,2431,2198
120000,1,1,2,38,0,0,0,0.145688829,52234,39644,19920,0.032025631,1575,1800,1500
50000,2,2,2,25,0,2,0,0.025088241,6806,6552,7561,0.418498549,0,1125,276
210000,2,2,1,42,0,0,0,0.514817568,4221,336,0,0.577350269,336,0,0
170000,2,2,2,56,0,0,0,0.504353218,4767,0,451,0.577350269,0,451,0
60000,2,1,2,23,0,0,0,0.006800433,27369,27961,28509,0.066183322,1466,1452,1009
20000,1,2,1,41,2,2,3,0.017050528,17213,19041,18449,0.577350269,2400,0,0
50000,1,2,2,27,2,0,0,0.051956849,41932,38411,30659,0.086350186,1600,1712,1016
180000,2,3,1,43,1,0,0,0.469126007,0,8016,1200,0.469126007,8016,1200,0
20000,2,2,1,28,2,2,2,0.017115541,20574,21041,19055,0.333333333,1100,0,550
310000,2,1,2,32,1,0,0,0.577350269,0,0,326,0.577350269,0,326,0
130000,1,3,1,48,0,0,2,0.176307289,11926,18095,5552,0.402627965,10840,3,3041
160000,2,2,2,25,0,0,0,0.015075639,153392,143297,140984,0.076376262,8000,7000,5000
500000,2,1,2,33,0,0,0,0.015943337,48206,45445,43875,0.055555556,2100,1800,1500
20000,1,2,2,29,0,0,0,0.011845473,18920,20302,19477,0.087797115,1700,1300,1000
70000,1,3,2,53,0,0,0,0.019396208,14054,15078,15787,0.148005962,1554,1263,576
130000,2,2,1,27,0,0,0,0.333333333,792,0,396,0.293060868,0,396,485
310000,2,2,1,40,0,0,0,0.135869671,180225,85799,103459,0.144337567,10000,20000,10000
20000,2,3,2,25,0,0,0,0.26376808,12547,14699,900,0.528314537,14745,900,0
180000,2,3,1,41,0,0,0,0.075979159,3600,5184,5719,0.289715855,5184,5719,0
30000,2,3,1,43,1,2,2,0.015024454,12603,13103,13785,0.098575091,1000,1200,646
50000,2,2,1,39,0,0,0,0.029974361,10960,12030,13125,0.013333333,1250,1300,1200
210000,2,1,2,27,0,0,0,0.289893121,272,894,2168,0.20211632,902,2168,762
90000,2,1,2,42,2,0,0,0.004930283,88346,85975,86302,0.028867513,3500,3500,3000
20000,2,2,1,58,0,0,0,0.008753342,19698,19224,18690,0.125963366,1315,1254,596
130000,1,1,1,29,1,2,0,0.037248684,162757,143233,130477,0.291839952,5,6000,5000
60000,2,2,2,24,1,0,0,0,0,0,0,0,0,0,0
310000,2,2,1,35,0,0,0,0.089163205,14332,8257,11505,0.265682538,1041,11512,7271
80000,1,2,2,40,0,0,0,0.048112022,81511,65605,62779,0.168965626,3200,3000,1000
200000,2,2,1,40,0,0,0,0.252947737,7261,32333,12610,0.239399156,32543,13587,7850
180000,1,1,2,27,0,0,0,0.008063998,94450,96632,99127,0.037008992,4600,5000,4000
200000,2,1,1,34,1,0,0,0,0,0,0,0,0,0,0
180000,2,3,1,63,0,0,0,0.577350269,1344,0,0,0,0,0,0
10000,1,2,2,23,0,0,0,0.290137102,17834,8511,1651,0.394617946,1033,1651,9984
50000,1,2,2,30,0,0,0,0.230997846,51396,52908,7456,0.324456306,2481,1000,152
210000,1,3,1,33,0,0,0,0.070688442,44249,45146,30089,0.170796251,8130,3027,10018
20000,2,4,2,22,0,0,0,0.008429815,17576,17632,18385,0.068016526,1500,1200,1000
50000,1,2,2,31,0,0,0,0.007267074,47709,47838,49597,0.165696444,3007,5230,1927
290000,1,1,2,43,0,0,0,0.016509177,197175,210932,217394,0.109228429,17000,10000,10000
360000,2,1,2,37,0,0,0,0.034436605,16600,19190,20384,0.055530822,3194,2384,3271
500000,2,2,1,38,0,0,0,0.110610649,2343,4666,3492,0.154821844,4695,2506,2015
50000,2,2,1,41,0,0,0,0.014782688,25395,26421,27741,0.090704979,1440,1760,1001
180000,1,2,2,25,0,0,0,0.07303982,4236,5230,6570,0.113019896,2001,2000,1018
200000,2,2,1,44,1,0,0,0,0,0,0,0,0,0,0
140000,1,2,1,48,0,0,0,0.00684382,80740,82439,84125,0.013488924,3000,3060,3241
360000,2,2,1,46,0,0,0,0.209904784,6402,13301,3762,0.195977513,13389,3785,7527
60000,2,2,2,34,0,0,0,0.004295789,59291,60720,59503,0.161450733,3000,2267,1000
110000,1,2,2,24,0,0,0,0.002845572,91915,92168,90705,0.15212905,3800,3818,1426
50000,1,2,2,28,0,0,0,0.157386296,17868,18028,38126,0.489016817,1711,20809,668
130000,2,2,2,27,0,0,0,0,390,390,390,0,390,390,390
20000,1,1,2,23,0,0,0,0.050644876,8693,10045,11776,0.297380857,1500,2000,0
200000,2,1,1,35,0,2,0,0.17551993,1972,582,1891,0.577350269,0,1891,0
10000,1,3,2,41,2,2,2,0.054116679,3983,4764,5528,0.144337567,1000,1000,2000
330000,2,1,2,30,0,0,0,0.342556,5014,59970,18585,0.275432291,60207,18585,13835
360000,2,2,1,34,0,0,0,0.247530237,9561,5866,1297,0.289897486,1166,1297,0
230000,2,2,1,46,0,0,0,0.192605006,3503,3354,858,0.229137464,3970,858,5505
140000,1,2,1,37,0,2,0,0.119265708,2081,991,1982,0.577350269,0,1982,0
50000,1,1,1,38,0,0,0,0.226957102,2536,3147,8321,0.168999579,3147,8321,4453
30000,1,2,2,31,2,0,0,0.278831947,23559,23381,540,0.333333333,1000,500,0
170000,1,1,2,29,1,0,0,0,0,0,0,0,0,0,0
50000,2,2,2,32,1,2,0,0.003943035,49340,48297,49255,0.381881308,0,3000,1000
290000,2,1,1,35,0,0,0,0.629599162,703,-20,-20,0,0,0,0
140000,1,1,2,43,0,0,0,0.006751447,138859,141393,135784,0.039861882,5100,4779,6000
110000,1,2,1,39,0,0,0,0.060513922,49464,40359,34533,0.000448701,3007,3000,3000
170000,1,1,2,27,0,0,0,0.006814398,127902,131631,133090,0.023287076,5631,5090,4937
390000,2,2,1,31,0,0,0,0.078619377,49667,33900,33545,0.486174326,1700,17000,333
160000,1,1,1,47,0,0,0,0.289707921,1562,1499,-3,0.577350269,1503,0,0
20000,2,2,1,37,4,3,2,0.011470327,20460,19860,19100,0,0,0,0
40000,1,1,2,24,0,0,0,0.018946345,36904,34372,38496,0.421571987,1600,6700,0
400000,1,2,1,37,0,0,0,0.053340842,7011,9639,8102,0.027741419,10000,8501,9003
260000,2,2,2,29,0,0,0,0.306851185,4400,942,1058,0.156156377,942,1058,2106
260000,2,3,1,52,0,0,0,0.00588635,207627,212821,214885,0.055778179,8535,6430,6495
240000,1,1,2,48,1,3,4,0.011905967,180189,191054,192447,0.361777255,15281,6000,0
230000,2,2,1,38,0,0,0,0.22447019,12696,9883,2035,0.215286997,9883,2035,6337
50000,1,2,1,45,0,0,0,0.133753591,4900,7222,3150,0.349093297,7222,3150,0
400000,1,1,2,37,0,0,0,0.157680761,1783,1251,629,0.332714502,1251,629,0
30000,1,2,1,31,0,0,0,0.006273381,29285,29390,30300,0.076817066,1820,1730,1154
